WorkerId,Input.object_name,Input.object_description,Answer.colour,Answer.disposition,Answer.function,Answer.height_mean,Answer.height_range,Answer.height_unit_cm.centimeters,Answer.height_unit_f.feet,Answer.height_unit_i.inches,Answer.height_unit_m.meters,Answer.height_unit_mm.millimeters,Answer.height_unit_na.na,Answer.length_mean,Answer.length_range,Answer.length_unit_cm.centimeters,Answer.length_unit_f.feet,Answer.length_unit_i.inches,Answer.length_unit_m.meters,Answer.length_unit_mm.millimeters,Answer.length_unit_na.na,Answer.location,Answer.material,Answer.pattern,Answer.shape,Answer.temperature_mean,Answer.temperature_range,Answer.temperature_unit_c.celsius,Answer.temperature_unit_f.fahrenheit,Answer.temperature_unit_k.kelvin,Answer.temperature_unit_na.na,Answer.texture,Answer.value_mean,Answer.value_range,Answer.value_unit_d.US dollars,Answer.value_unit_e.euros,Answer.value_unit_na.na,Answer.value_unit_p.pounds,Answer.weight_mean,Answer.weight_range,Answer.weight_unit_g.grams,Answer.weight_unit_kg.kilograms,Answer.weight_unit_na.na,Answer.weight_unit_o.ounces,Answer.weight_unit_p.pounds,Answer.width_mean,Answer.width_range,Answer.width_unit_cm.centimeters,Answer.width_unit_f.feet,Answer.width_unit_i.inches,Answer.width_unit_m.meters,Answer.width_unit_mm.millimeters,Answer.width_unit_na.na,Answer.height_unit,Answer.length_unit,Answer.temperature_unit,Answer.value_unit,Answer.weight_unit,Answer.width_unit,Answer.texture_cleaned,Answer.colour_cleaned,Answer.material_cleaned,Answer.shape_cleaned,Answer.pattern_cleaned,Answer.location_cleaned,Answer.disposition_cleaned
A1538ODICBKNRV,fork,cutlery used for serving and eating food,"silver, black, white, gold, red, blue, transparent,","durable, washable, water-resistant, heat-tolerant (metal), disposable (plastic),","to pierce, pick up, and eat or serve food",0.3,0.1,true,false,false,false,false,false,19.0,2.0,true,false,false,false,false,false,"kitchen, dining room, restaurant, drawer, cafeteria","metal (stainless steel, silver), plastic, wood, bamboo,","plain, engraved, decorative, striped (rare)","elongated, flat with a cylindrical or slightly flattened handle",na,na,false,false,false,true,"smooth (handle), sometimes textured or patterned (grip or decorative)",1.0,0.5,true,false,false,false,40.0,15.0,true,false,false,false,false,2.5,0.5,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,grams,centimeters,[],"['black', 'blue', 'or', 'red', 'silver', 'white']","['metal', 'plastic', 'wood']",['cylindrical'],['striped'],"['cafeteria', 'kitchen', 'restaurant']","['disposable', 'durable', 'washable', 'water-resistant']"
A3P0SQDBDSSMMV,knife,edge tool used as a cutting instrument that has a pointed blade with a sharp edge and a handle,"silver, black, red, blue","durable, sharp, potentially dangerous","to cut, to slice, to chop",1.5,0.5,true,false,false,false,false,false,25.0,7.0,true,false,false,false,false,false,"kitchen, dining room, garage, toolbox, restaurant","metal (steel), plastic, wood, ceramic","plain, patterned (handle), serrated (blade)","elongated, tapered, cylindrical (handle), flat",na,na,false,false,false,true,"smooth (blade), textured or smooth (handle)",15.0,10.0,true,false,false,false,200.0,100.0,true,false,false,false,false,2.5,1.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,grams,centimeters,[],"['black', 'blue', 'red', 'silver']","['ceramic', 'metal', 'plastic', 'wood']",['cylindrical'],[],"['garage', 'kitchen', 'restaurant']","['durable', 'sharp']"
A3CWQHLZEI742D,knife,edge tool used as a cutting instrument that has a pointed blade with a sharp edge and a handle,"Silver (blade), black, brown (handle), white, wood tones","Sharp, dangerous, durable, precise, utilitarian, essential (for certain tasks), heavy (some types)","Cutting, slicing, chopping, piercing, preparing food, opening packages, self-defense (some types)",1.0,0.5,true,false,false,false,false,false,25.0,15.0,true,false,false,false,false,false,"Kitchen, dining table, workshop, camping gear, toolbox, drawer, sheath","Stainless steel, carbon steel, ceramic, wood, plastic, composite materials, bone (handle)","Solid color (blade, handle), Damascus (patterned steel), brand logo, rivets (on handle)","Straight, pointed, curved (blade), elongated, handled",25.0,20.0,true,false,false,false,"Smooth (blade), sharp (edge), textured (handle for grip), metallic, wooden, plastic",30.0,25.0,true,false,false,false,0.15,0.1,false,true,false,false,false,3.0,1.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'seal brown', 'silver', 'white']","['bone', 'ceramic', 'plastic', 'wood']",[],[],['kitchen'],"['durable', 'essential', 'sharp', 'utilitarian']"
A9H5B9EE9133O,knife,edge tool used as a cutting instrument that has a pointed blade with a sharp edge and a handle,"Silver (blade), black, brown (handle), white","Sharp, dangerous, durable","Cutting, slicing, chopping",1.0,0.5,true,false,false,false,false,false,25.0,15.0,true,false,false,false,false,false,"Kitchen, dining table, workshop","Stainless steel, carbon steel, wood, plastic","Solid color, Damascus (patterned steel), brand logo","Straight, pointed, curved (blade)",25.0,20.0,true,false,false,false,"Smooth (blade), sharp (edge), textured (handle)",30.0,25.0,true,false,false,false,0.15,0.1,false,true,false,false,false,3.0,1.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'seal brown', 'silver', 'white']","['plastic', 'wood']",[],[],['kitchen'],"['durable', 'sharp']"
A6R0XCA39UEDX,spoon,a piece of cutlery with a shallow bowl-shaped container and a handle that is used to stir or serve or take up food,"Silver, white, clear, black, gold.","Durable metal, lightweight plastic, heat-conductive metal, non-reactive stainless steel, easy to clean, versatile, utilitarian, food-safe, breakable ceramic, reusable, disposable.","Eating (soup, cereal, yogurt, ice cream), stirring beverages, serving food, measuring ingredients, mixing, scooping, tasting, decorating",1.0,0.5,true,false,false,false,false,false,15.0,5.0,true,false,false,false,false,false,"Kitchens, dining tables, restaurants, cafeterias, picnics, lunchboxes, drawers, dishwashers, sinks, picnics, camping gear.","Stainless steel, silver, sterling silver, plastic, wood, bamboo, silicone, ceramic, occasionally gold or other precious metals for decorative or ceremonial spoons.","Plain, engraved monograms, decorative patterns on the handle sometimes etched designs in the bowl, branding/logos.","Oval bowl with a straight or slightly curved handle, circular bowl, elongated bowl, deep bowl.",20.0,60.0,true,false,false,false,"Smooth, polished, brushed satin finish, sometimes textured handles .",2.0,3.0,true,false,false,false,30.0,20.0,true,false,false,false,false,3.0,1.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['black', 'or', 'silver', 'white']","['ceramic', 'plastic', 'wood']","['bowl', 'circular', 'oval']",[],[],"['disposable', 'durable', 'fragile', 'lightweight', 'reusable', 'utilitarian', 'versatile']"
A3LA6U4J8JLGR6,spoon,a piece of cutlery with a shallow bowl-shaped container and a handle that is used to stir or serve or take up food,"Silver, white, black, red, blue, transparent, gold","Durable (metal), fragile (ceramic), heat-conductive (metal), non-conductive (plastic/wood)","Stir, eat, serve, measure ingredients",1.5,0.3,true,false,false,false,false,false,15.0,2.0,true,false,false,false,false,false,"Kitchen, dining room, restaurant, cafeteria, utensil drawer","Metal (stainless steel), plastic, wood, bamboo, ceramic","Plain, floral, decorative engravings, sometimes striped",Oval bowl with a cylindrical or flat handle,22.0,5.0,true,false,false,false,Smooth,1.0,2.0,true,false,false,false,20.0,5.0,true,false,false,false,false,3.5,0.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['black', 'blue', 'or', 'red', 'silver', 'white']","['ceramic', 'metal', 'plastic', 'wood']","['bowl', 'cylindrical', 'oval']",['striped'],"['cafeteria', 'kitchen', 'restaurant']","['durable', 'fragile']"
A31NWBXJEMXVUW,spoon,a piece of cutlery with a shallow bowl-shaped container and a handle that is used to stir or serve or take up food,"Silver, white, black.","Durable metal, disposable plastic, heat-conductive metal.","To scoop, stir, or serve food; eat liquid or semi-liquid food.",1.5,0.3,true,false,false,false,false,false,15.0,3.0,true,false,false,false,false,false,"Kitchen, dining room, cafeteria, utensil drawer, restaurant.","Stainless steel, plastic, wood, silicone.","Plain most common, patterned or engraved handles especially in decorative spoons.","Oval bowl with a long, narrow cylindrical or flat handle.",22.0,5.0,true,false,false,false,"Smooth most common, sometimes slightly ridged.",1.0,0.5,true,false,false,false,40.0,10.0,true,false,false,false,false,3.5,0.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['black', 'silver', 'white']","['plastic', 'wood']","['bowl', 'cylindrical', 'oval']",[],"['cafeteria', 'kitchen', 'restaurant']","['disposable', 'durable']"
APTQRGPPZ97RN,bowl,a round vessel that is open at the top and is used chiefly for holding food or liquids,"Red, Blue, White, Green, Transparent, Silver","Fragile, Durable, Non-toxic","Holding food, Holding liquids, Mixing ingredients, Serving, Storage",7.5,2.0,true,false,false,false,false,false,22.5,4.0,true,false,false,false,false,false,"Kitchen, Dining room, Restaurant, Cafeteria, Pantry","Ceramic, Glass, Wood, Metal","Plain, Striped, Floral, Geometric, Decorative, Textured","Circular, Cylindrical, Deep, Shallow",na,75.0,true,false,false,false,"Smooth, Glossy, Matte, Rough",12.5,6.0,true,false,false,false,350.0,75.0,true,false,false,false,false,27.5,3.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['blue', 'green', 'red', 'silver', 'white']","['ceramic', 'glass', 'metal', 'wood']","['circular', 'cylindrical']",['striped'],"['cafeteria', 'kitchen', 'pantry', 'restaurant']","['durable', 'fragile', 'non-toxic']"
A360ONRAY4ST0L,bowl,a round vessel that is open at the top and is used chiefly for holding food or liquids,"red, blue, white, black, silver, green, yellow, brown, clear","fragile, durable, water-repellent, heat-resistant","to hold food or liquids, for mixing ingredients, for serving food",8.0,3.0,true,false,false,false,false,false,na,na,false,false,false,false,false,true,"kitchen, dining room, restaurant, pantry, cafeteria","ceramic, porcelain, glass, plastic, metal, wood, bamboo","plain, striped, floral, geometric, polka-dotted","round, oval, cylindrical",na,na,false,false,false,true,"smooth, rough, matte, glossy",8.0,5.0,true,false,false,false,400.0,200.0,true,false,false,false,false,20.0,5.0,true,false,false,false,false,false,centimeters,na,na,US dollars,grams,centimeters,[],"['black', 'blue', 'green', 'red', 'seal brown', 'silver', 'white', 'yellow']","['ceramic', 'glass', 'metal', 'plastic', 'wood']","['cylindrical', 'oval', 'round']","['polka-dotted', 'striped']","['cafeteria', 'kitchen', 'pantry', 'restaurant']","['durable', 'fragile', 'heat-resistant', 'water-resistant']"
A3DESDYKGJY138,bowl,a round vessel that is open at the top and is used chiefly for holding food or liquids,"White, blue, red, green, silver.","Fragile ceramic, glass, durable plastic, metal, heat-resistant some materials.","To hold or serve food and liquids soup, salad, cereal.",7.0,2.0,true,false,false,false,false,false,15.0,3.0,true,false,false,false,false,false,"Kitchen, dining room, cafeteria, restaurant.","Ceramic, glass, plastic, metal, wood.","Plain, floral, striped, dotted, geometric.","Round, hemispherical, occasionally square or oval.",45.0,15.0,true,false,false,false,"Smooth most common, sometimes textured or ribbed on the outside.",10.0,5.0,true,false,false,false,400.0,150.0,true,false,false,false,false,15.0,3.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['blue', 'green', 'red', 'silver', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'wood']","['oval', 'round', 'square']","['dotted', 'striped']","['cafeteria', 'kitchen', 'restaurant']","['durable', 'fragile', 'heat-resistant']"
A96OSC7E5THGQ,banana,any of several tropical and subtropical treelike herbs of the genus Musa having a terminal crown of large entire leaves and usually bearing hanging clusters of elongated fruits,Yellow (ripe)  Green (unripe)  Brown/black (overripe)  Red (some varieties),Fragile (easily bruised)  Perishable  Biodegradable,"To be eaten (consumed as food)  Used in cooking, smoothies, and baking  Occasionally used in humor (e.g., slipping gag)",3.5,0.5,true,false,false,false,false,false,19.0,3.0,true,false,false,false,false,false,Kitchen  Grocery store  Fruit bowl  Refrigerator (sometimes),Organic/biological tissue (not synthetic materials like metal or plastic),Plain  Spotted (when ripening or overripe),Curved cylindrical  Crescent-shaped,21.0,5.0,true,false,false,false,"Smooth (peel)  Soft/mushy (flesh, when ripe)",-0.04999999999999999,0.1,true,false,false,false,135.0,30.0,true,false,false,false,false,3.5,0.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['black', 'green', 'red', 'seal brown', 'yellow']","['metal', 'plastic']",['cylindrical'],[],['kitchen'],"['biodegradable', 'fragile', 'perishable']"
A3RY1IAWH6A7CW,banana,any of several tropical and subtropical treelike herbs of the genus Musa having a terminal crown of large entire leaves and usually bearing hanging clusters of elongated fruits,"yellow, green, brown, red","fragile, perishable","to eat, to provide nutrition",3.5,1.0,true,false,false,false,false,false,18.0,4.0,true,false,false,false,false,false,"kitchen, grocery store, fruit bowl, refrigerator",organic/plant matter,"plain, spotted","curved, cylindrical",na,na,false,false,false,true,"smooth (peel), soft (inside), slightly waxy",0.25,0.1,true,false,false,false,120.0,30.0,true,false,false,false,false,4.0,1.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,grams,centimeters,[],"['green', 'red', 'seal brown', 'yellow']",[],['cylindrical'],[],['kitchen'],"['fragile', 'perishable']"
A3QV8WY6DQH5AY,banana,any of several tropical and subtropical treelike herbs of the genus Musa having a terminal crown of large entire leaves and usually bearing hanging clusters of elongated fruits,"Yellow, green (unripe), brown (ripe/spotted), red (some varieties)","Fragile (bruises easily), perishable","To eat (food), used in cooking, smoothies, snacks",na,na,false,false,false,false,false,true,18.0,3.0,true,false,false,false,false,false,"Kitchen, grocery store, fruit bowl, market",Organic/plant tissue (na for artificial materials),"Plain, spotted (when ripe)",Curved cylindrical,22.0,5.0,true,false,false,false,"Smooth (peel), soft (interior)",0.25,0.1,true,false,false,false,120.0,20.0,true,false,false,false,false,3.5,0.5,true,false,false,false,false,false,na,centimeters,celsius,US dollars,grams,centimeters,[],"['green', 'red', 'seal brown', 'yellow']",[],['cylindrical'],[],"['kitchen', 'market']","['fragile', 'perishable']"
A2SGZI8RTUEV4S,apple,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh,green,perishable,used in cooking or baking,6.5,1.5,true,false,false,false,false,false,7.0,1.5,true,false,false,false,false,false,dining table,organic,plain,round,na,20.0,true,false,false,false,crisp,0.75,0.25,true,false,false,false,180.0,50.0,true,false,false,false,false,7.5,1.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],['green'],[],['round'],[],[],['perishable']
A1320J8DOVF0R2,apple,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh,"Red, yellow, green","Edible, perishable, juicy, refreshing","To eat raw, to cook (pies, sauces), to juice",7.0,1.0,true,false,false,false,false,false,7.0,1.0,true,false,false,false,false,false,"Kitchen, grocery store, orchard, refrigerator","Plant, fruit flesh, skin, seeds","Solid, striped, or speckled","Round, slightly oval, spherical",5.0,2.0,true,false,false,false,"Smooth, waxy on the outside; crisp and juicy on the inside",0.75,0.25,true,false,false,false,180.0,40.0,true,false,false,false,false,7.5,1.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['green', 'red', 'yellow']",['skin'],"['oval', 'round']",['striped'],"['kitchen', 'orchard']","['edible', 'moist', 'perishable']"
A2U3T6QBW8TLV2,apple,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh,"ed, green, yellow","fragile, perishable, juicy","to eat, to provide nutrition",8.0,1.5,true,false,false,false,false,false,8.0,1.5,true,false,false,false,false,false,"kitchen, refrigerator, grocery store, lunchbox, orchard",organic/plant matter,"plain, striped, mottled","round, slightly conical",na,na,false,false,false,true,"smooth (skin), crisp or soft (flesh)",0.75,0.25,true,false,false,false,180.0,50.0,true,false,false,false,false,8.0,1.5,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,grams,centimeters,[],"['green', 'yellow']",[],"['conical', 'round']",['striped'],"['kitchen', 'orchard']","['fragile', 'moist', 'perishable']"
A3LA6U4J8JLGR6,sandwich,two (or more) slices of bread with a filling between them,"brown, white, green, red, yellow","perishable, fragile, edible",to be eaten as a meal or snack,5.0,2.0,true,false,false,false,false,false,12.0,4.0,true,false,false,false,false,false,"kitchen, restaurant, cafeteria, lunchbox, picnic area",organic food ingredients,"plain, grilled lines","rectangular, triangular, square",22.0,5.0,true,false,false,false,"soft, crunchy, moist",5.0,2.0,true,false,false,false,200.0,75.0,true,false,false,false,false,8.0,2.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['green', 'red', 'seal brown', 'white', 'yellow']",['food'],"['rectangle', 'square']",[],"['cafeteria', 'kitchen', 'restaurant']","['edible', 'fragile', 'perishable']"
A1Q8AU0JTR3U5N,sandwich,two (or more) slices of bread with a filling between them,"Brown (bread), white (bread), green (lettuce), red (tomato, meat), yellow (cheese), varied (fillings)","Edible, portable, fresh, perishable, filling, convenient, customizable, sometimes messy","Eating, meal, snack, lunch, quick food, picnic item, catering",5.0,3.0,true,false,false,false,false,false,15.0,5.0,true,false,false,false,false,false,"Kitchen, lunchbox, restaurant, deli, picnic, office, refrigerator, hand","Bread, meat, cheese, vegetables, condiments, sauces, spreads","Layered, solid (bread slices), varied textures/colors of fillings, grilled marks (if toasted)","Rectangular, square, triangular (cut), round (bun), long (sub), layered",20.0,20.0,true,false,false,false,"Soft (bread), crunchy (crust, lettuce), chewy (meat), smooth (condiments), moist, dry, flaky",8.0,5.0,true,false,false,false,0.2,0.1,false,true,false,false,false,10.0,3.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['green', 'red', 'seal brown', 'white', 'yellow']",[],"['rabbit', 'rectangle', 'round', 'square']",[],"['kitchen', 'office', 'restaurant']","['edible', 'fragile', 'perishable', 'portable']"
A1LSP1IZM0THMN,sandwich,two (or more) slices of bread with a filling between them,"Brown (bread), white (bread), green (lettuce), red (tomato, meat), yellow (cheese), varied (fillings)","Edible, portable, fresh, perishable, filling, convenient, customizable, sometimes messy","Eating, meal, snack, lunch, quick food, picnic item, catering",5.0,3.0,true,false,false,false,false,false,15.0,5.0,true,false,false,false,false,false,"Kitchen, lunchbox, restaurant, deli, picnic, office, refrigerator, hand","Bread, meat, cheese, vegetables, condiments, sauces, spreads","Layered, solid (bread slices), varied textures/colors of fillings, grilled marks (if toasted)","Rectangular, square, triangular (cut), round (bun), long (sub), layered",20.0,20.0,true,false,false,false,"Soft (bread), crunchy (crust, lettuce), chewy (meat), smooth (condiments), moist, dry, flaky",8.0,5.0,true,false,false,false,0.2,0.1,false,true,false,false,false,10.0,3.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['green', 'red', 'seal brown', 'white', 'yellow']",[],"['rabbit', 'rectangle', 'round', 'square']",[],"['kitchen', 'office', 'restaurant']","['edible', 'fragile', 'perishable', 'portable']"
A27J7MS6VZI7PU,orange,round yellow to orange fruit of any of several citrus trees,"orange, yellow","juicy, perishable, edible, soft inside, durable peel (e.g., fragile, durable or na)","to be eaten, juiced, used in recipes or as flavoring (e.g., to toast bread or na)",7.0,1.0,true,false,false,false,false,false,7.0,1.0,true,false,false,false,false,false,"kitchen, grocery store, refrigerator, fruit bowl, market","organic/biological matter, fruit flesh, peel (e.g., metal, plastic or na)","plain (though may have small pores or dimples) (e.g., plain, striped or na)","round, spherical",na,na,false,false,false,true,"bumpy, slightly rough (peel); smooth and juicy (inside) (e.g., smooth, rough or na)",0.5,0.2,true,false,false,false,200.0,50.0,true,false,false,false,false,7.0,1.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,grams,centimeters,['bumpy'],"['orange', 'yellow']","['metal', 'plastic']",['round'],['striped'],"['kitchen', 'market']","['durable', 'edible', 'fragile', 'moist', 'perishable', 'soft']"
A3CU8TWYBFRGTM,orange,round yellow to orange fruit of any of several citrus trees,"Orange (primarily), sometimes with hints of yellow.","Fragile (peel can break easily), juicy, and sweet when ripe.","To eat, to juice, or to flavor dishes.",8.5,1.5,true,false,false,false,false,false,8.5,1.5,true,false,false,false,false,false,"Kitchen, grocery store, orchards.",Natural fruit (not applicable to materials like metal or plastic).,Plain (orange peel with minor blemishes or variations).,"Round, spherical.",7.0,2.0,true,false,false,false,"Rough, bumpy (due to the peel).",-0.25,0.2,true,false,false,false,175.0,40.0,true,false,false,false,false,8.5,1.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,['bumpy'],"['orange', 'yellow']","['metal', 'plastic']",['round'],[],['kitchen'],"['fragile', 'moist', 'sweet']"
AU4PTX44URN8D,orange,round yellow to orange fruit of any of several citrus trees,orange,fragile,taste,na,na,false,false,false,false,false,false,100.0,na,true,false,false,false,false,false,kitchen,natural,striped,circle,na,na,false,false,false,false,smooth,na,na,true,false,false,false,na,na,false,false,false,false,false,na,na,false,false,false,false,false,false,na,centimeters,na,US dollars,na,na,[],['orange'],[],['circle'],['striped'],['kitchen'],['fragile']
A104E8MSPRZ8QX,broccoli,plant with dense clusters of tight green flower buds,"Dark green, purplish-green, sometimes yellowish florets if overripe. The stalk is typically lighter green to white.","Crisp when fresh, slightly bitter raw, earthy, healthy, nutritious, crunchy, perishable, versatile culinary, absorbs flavors, can become soft/mushy if overcooked.","Food source vegetable ingredient in various dishes source of vitamins and minerals, healthy dietary component.",20.0,10.0,true,false,false,false,false,false,20.0,10.0,true,false,false,false,false,false,"Grocery stores, supermarkets, farmer's markets, vegetable gardens, refrigerators, produce aisles, on dinner plates.","Plant matter, cellulose, water, various vitamins and minerals.","The fractal-like branching pattern of the florets, the granular texture of the individual buds, growth rings on the stalk.","Tree-like structure with a thick central stalk branching into smaller stalks, each topped with a dense cluster of tiny flower buds.",4.0,2.0,true,false,false,false,"Florets are firm and slightly bumpy/grainy when raw, tender when cooked.",3.5,1.5,true,false,false,false,0.5,0.3,false,true,false,false,false,15.0,8.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,['bumpy'],"['green', 'white']",['water'],[],[],[],"['perishable', 'soft', 'versatile']"
A3DSMISWVD2KYL,broccoli,plant with dense clusters of tight green flower buds,Green light green or white.,"Perishable, fibrous, nutritious.","To be eaten as a vegetable, source of nutrition.",15.0,5.0,true,false,false,false,false,false,15.0,5.0,true,false,false,false,false,false,"Kitchen, refrigerator, grocery store, farm, garden.",Organic plant matter.,"Fractal-like repeating bud clusters, natural irregular pattern.","Tree-like, rounded top with branching stem; roughly dome-shaped overall.",na,na,false,false,false,true,"Rough florets, firm and fibrous stalk.",1.5,0.5,true,false,false,false,300.0,100.0,true,false,false,false,false,10.0,4.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,grams,centimeters,['fibrous'],"['green', 'or', 'white']",[],[],[],"['farm', 'kitchen']",['perishable']
A3AHM2WWNW001Z,broccoli,plant with dense clusters of tight green flower buds,"Dark green, bright green, sometimes purplish (florets), white/light green (stem)","Healthy, nutritious, edible, fresh, perishable, firm, crunchy, versatile (cooking)","Eating, cooking, vegetable, source of nutrients, side dish, ingredient in recipes",na,na,false,false,false,false,false,true,20.0,10.0,true,false,false,false,false,false,"Grocery store, supermarket, vegetable aisle, garden, farm, kitchen, refrigerator, plate","Plant matter, cellulose, water, vitamins, minerals (biological materials)","Densely packed florets, branching stem structure, small bumpy texture on florets","Tree-like (overall), crown, clustered, dense (florets), thick (stem)",5.0,10.0,true,false,false,false,"Firm, crisp, slightly rough (florets), smooth (stem), tender (when cooked)",3.0,1.5,true,false,false,false,0.4,0.2,false,true,false,false,false,15.0,8.0,true,false,false,false,false,false,na,centimeters,celsius,US dollars,kilograms,centimeters,[],"['green', 'white']",['water'],[],['bumpy'],"['farm', 'kitchen', 'supermarket']","['edible', 'perishable', 'versatile']"
A32BS1YPT1S5FC,carrot,deep orange edible root of the cultivated carrot plant,Deep orange,"Crisp, durable","Eating (raw, cooked), juicing, garnish",na,na,false,false,false,false,false,true,20.0,8.0,true,false,false,false,false,false,"Kitchen, grocery stores",Organic material,Plain,Cylindrical,4.0,39.0,true,false,false,false,"Smooth, crunchy",0.75,-0.19999999999999996,true,false,false,false,60.0,-0.010000000000000002,false,true,false,false,false,2.5,1.5,true,false,false,false,false,false,na,centimeters,celsius,US dollars,kilograms,centimeters,[],['orange'],[],['cylindrical'],[],['kitchen'],['durable']
AMJSQUZG68YZ6,carrot,deep orange edible root of the cultivated carrot plant,"Orange (most common), purple, yellow, white, red","Fragile (can snap), perishable, edible, water-rich","To be eaten raw or cooked (e.g., in salads, soups, snacks)",na,na,false,false,false,false,false,true,15.0,5.0,true,false,false,false,false,false,"Kitchen, refrigerator, grocery store, garden, farm",Organic plant matter (not applicable to typical artificial materials like metal or plastic),Plain (uniform color or slightly banded due to growth rings),"Tapered cylindrical (conical), occasionally forked or irregular",4.0,2.0,true,false,false,false,"Smooth (when washed), slightly rough or dirty (when freshly harvested)",0.25,0.1,true,false,false,false,75.0,25.0,true,false,false,false,false,2.5,1.0,true,false,false,false,false,false,na,centimeters,celsius,US dollars,grams,centimeters,[],"['orange', 'purple', 'red', 'white', 'yellow']","['metal', 'plastic']","['conical', 'cylindrical']",['banded'],"['farm', 'kitchen']","['edible', 'fragile', 'perishable']"
A3DESDYKGJY138,carrot,deep orange edible root of the cultivated carrot plant,"Orange, purple, yellow, red, white.","Crunchy, perishable, edible, water-rich.","To be eaten as food raw, cooked, or used in recipes salads, soups, juices.",na,na,false,false,false,false,false,true,15.0,5.0,true,false,false,false,false,false,"Kitchen, refrigerator, grocery store, farm, garden.",Not applicable  it is a vegetable organic material.,"Plain, sometimes faint ring-like lines along the body.","Cylindrical, conical tapered.",4.0,2.0,true,false,false,false,"Smooth outer surface, slightly rough near the top, crunchy when raw.",0.25,0.1,true,false,false,false,70.0,20.0,true,false,false,false,false,2.0,0.5,true,false,false,false,false,false,na,centimeters,celsius,US dollars,grams,centimeters,[],"['orange', 'purple', 'red', 'white', 'yellow']",[],"['conical', 'cylindrical']",[],"['farm', 'kitchen']","['edible', 'perishable']"
A2PCK491LJMW4Q,hot dog,a frankfurter served hot on a bun,"Frankfurter (Sausage): Light brown, reddish-brown, sometimes with a slightly pinkish hue.  Bun: Golden brown, sometimes slightly toasted.  Condiments/Additional Toppings: Varied (e.g., yellow mustard, ketchup, onions—colors would depend on these)","The hot dog is tender (when cooked properly), edible, and durable (it doesn’t spoil quickly if kept in proper conditions).  It can be considered water-repellent on the surface, especially when grilled or boiled.","The primary function of a hot dog is to provide a quick, easy-to-eat snack or meal. It is not meant to toast bread or perform any other specific function apart from being consumed.",3.5,1.0,true,false,false,false,false,false,15.0,2.0,true,false,false,false,false,false,"Outdoor festivals, street vendors, stadiums, backyards, kitchens, food trucks.","Frankfurter: Usually made of a mixture of beef, pork, chicken, or turkey, and casing is typically made from animal intestine or synthetic casing.  Bun: Primarily made of flour, yeast, sugar, and water (often soft or sometimes toasted).","Frankfurter: Plain with slight surface texture from casing.  Bun: Usually plain, although some buns may have sesame seeds or flour dusting.","Frankfurter: Cylindrical or slightly curved.  Bun: Rectangular, often soft and slightly rounded at the edges.",65.0,5.0,true,false,false,false,Frankfurter: Smooth and firm on the outside; the inside is tender but can be slightly grainy due to its processed nature.  Bun: Soft and spongy with a slight crispiness if toasted.,3.5,1.0,true,false,false,false,105.0,20.0,true,false,false,false,false,2.75,0.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['gold', 'green', 'seal brown', 'yellow']",['water'],"['cylindrical', 'rabbit', 'rectangle']",[],['street'],"['durable', 'edible', 'soft', 'water-resistant']"
