experiment_type,model,concept,file,total_rows,failed_rows,failure_rate
avg,llama2_7b_chat,toaster,20_size_toaster_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,toaster,20_size_toaster_height_feet.json,20,0,0.0
avg,llama2_7b_chat,toaster,20_weight_toaster_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,toaster,20_size_toaster_length_inches.json,20,0,0.0
avg,llama2_7b_chat,toaster,20_size_toaster_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_height_millimeters.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_weight_stop sign_weight_kilograms.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_width_meters.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_length_feet.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_width_centimeters.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_temperature_stop sign_temperature_kelvin.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_length_inches.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_length_meters.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_weight_stop sign_weight_grams.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_weight_stop sign_weight_pounds.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_temperature_stop sign_temperature_celsius.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_temperature_stop sign_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_height_feet.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_value_stop sign_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_width_feet.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_value_stop sign_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_height_meters.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_height_inches.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_length_centimeters.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_size_stop sign_width_inches.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_weight_stop sign_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,stop sign,20_value_stop sign_monetary_value_pounds.json,20,0,0.0
avg,llama2_7b_chat,bear,20_value_bear_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_width_meters.json,20,0,0.0
avg,llama2_7b_chat,bear,20_weight_bear_weight_pounds.json,20,0,0.0
avg,llama2_7b_chat,bear,20_value_bear_monetary_value_pounds.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,bear,20_temperature_bear_temperature_celsius.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_length_meters.json,20,0,0.0
avg,llama2_7b_chat,bear,20_weight_bear_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,bear,20_weight_bear_weight_kilograms.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_width_inches.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_height_feet.json,20,0,0.0
avg,llama2_7b_chat,bear,20_temperature_bear_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,bear,20_value_bear_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_width_feet.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_height_meters.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_length_inches.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_width_centimeters.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_height_millimeters.json,20,0,0.0
avg,llama2_7b_chat,bear,20_weight_bear_weight_grams.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_height_inches.json,20,0,0.0
avg,llama2_7b_chat,bear,20_temperature_bear_temperature_kelvin.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_length_centimeters.json,20,0,0.0
avg,llama2_7b_chat,bear,20_size_bear_length_feet.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_width_inches.json,20,0,0.0
avg,llama2_7b_chat,remote,1_scenario_remote.json,20,0,0.0
avg,llama2_7b_chat,remote,1_shape_remote.json,20,0,0.0
avg,llama2_7b_chat,remote,1_colour_remote.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_width_feet.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_height_millimeters.json,20,0,0.0
avg,llama2_7b_chat,remote,20_temperature_remote_temperature_celsius.json,20,0,0.0
avg,llama2_7b_chat,remote,20_temperature_remote_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,remote,20_value_remote_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,remote,20_temperature_remote_temperature_kelvin.json,20,0,0.0
avg,llama2_7b_chat,remote,1_disposition_remote.json,20,0,0.0
avg,llama2_7b_chat,remote,20_weight_remote_weight_kilograms.json,20,0,0.0
avg,llama2_7b_chat,remote,20_value_remote_monetary_value_pounds.json,20,0,0.0
avg,llama2_7b_chat,remote,20_weight_remote_weight_pounds.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_width_centimeters.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_height_inches.json,20,0,0.0
avg,llama2_7b_chat,remote,20_value_remote_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,remote,1_context_remote.json,20,0,0.0
avg,llama2_7b_chat,remote,1_function_remote.json,20,0,0.0
avg,llama2_7b_chat,remote,1_texture_remote.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_length_centimeters.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_height_meters.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_width_meters.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_height_feet.json,20,0,0.0
avg,llama2_7b_chat,remote,1_location_remote.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_length_meters.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_length_inches.json,20,0,0.0
avg,llama2_7b_chat,remote,20_weight_remote_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_length_feet.json,20,0,0.0
avg,llama2_7b_chat,remote,20_weight_remote_weight_grams.json,20,0,0.0
avg,llama2_7b_chat,remote,1_pattern_remote.json,20,0,0.0
avg,llama2_7b_chat,remote,20_size_remote_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,remote,1_material_remote.json,20,0,0.0
avg,llama2_7b_chat,sink,20_weight_sink_weight_kilograms.json,20,0,0.0
avg,llama2_7b_chat,sink,20_temperature_sink_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_length_feet.json,20,0,0.0
avg,llama2_7b_chat,sink,20_weight_sink_weight_grams.json,20,0,0.0
avg,llama2_7b_chat,sink,1_colour_sink.json,20,0,0.0
avg,llama2_7b_chat,sink,20_temperature_sink_temperature_kelvin.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_height_feet.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_length_inches.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,sink,1_disposition_sink.json,20,0,0.0
avg,llama2_7b_chat,sink,1_context_sink.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_length_centimeters.json,20,0,0.0
avg,llama2_7b_chat,sink,20_value_sink_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,sink,20_weight_sink_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_height_inches.json,20,0,0.0
avg,llama2_7b_chat,sink,20_value_sink_monetary_value_pounds.json,20,0,0.0
avg,llama2_7b_chat,sink,20_weight_sink_weight_pounds.json,20,0,0.0
avg,llama2_7b_chat,sink,1_texture_sink.json,20,0,0.0
avg,llama2_7b_chat,sink,20_value_sink_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_width_inches.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_width_centimeters.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_length_meters.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,sink,1_shape_sink.json,20,0,0.0
avg,llama2_7b_chat,sink,1_material_sink.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_width_feet.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_height_millimeters.json,20,0,0.0
avg,llama2_7b_chat,sink,1_location_sink.json,20,0,0.0
avg,llama2_7b_chat,sink,1_scenario_sink.json,20,0,0.0
avg,llama2_7b_chat,sink,1_pattern_sink.json,20,1,0.05
avg,llama2_7b_chat,sink,20_temperature_sink_temperature_celsius.json,20,0,0.0
avg,llama2_7b_chat,sink,20_size_sink_height_meters.json,20,0,0.0
avg,llama2_7b_chat,sink,1_function_sink.json,20,1,0.05
avg,llama2_7b_chat,sink,20_size_sink_width_meters.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_length_feet.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_weight_airplane_weight_grams.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_length_meters.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_value_airplane_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_weight_airplane_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_height_meters.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_value_airplane_monetary_value_pounds.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_height_inches.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_width_feet.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_width_meters.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_temperature_airplane_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_height_feet.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_width_inches.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_length_inches.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_temperature_airplane_temperature_celsius.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_width_centimeters.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_height_millimeters.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_temperature_airplane_temperature_kelvin.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_size_airplane_length_centimeters.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_weight_airplane_weight_kilograms.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_value_airplane_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,airplane,20_weight_airplane_weight_pounds.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,vase,20_weight_vase_weight_kilograms.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_length_inches.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_width_inches.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_height_millimeters.json,20,0,0.0
avg,llama2_7b_chat,vase,1_disposition_vase.json,20,0,0.0
avg,llama2_7b_chat,vase,1_scenario_vase.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_length_feet.json,20,0,0.0
avg,llama2_7b_chat,vase,1_shape_vase.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_height_feet.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,vase,20_temperature_vase_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,vase,20_value_vase_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_length_centimeters.json,20,0,0.0
avg,llama2_7b_chat,vase,20_temperature_vase_temperature_kelvin.json,20,0,0.0
avg,llama2_7b_chat,vase,20_weight_vase_weight_pounds.json,20,0,0.0
avg,llama2_7b_chat,vase,1_texture_vase.json,20,0,0.0
avg,llama2_7b_chat,vase,20_temperature_vase_temperature_celsius.json,20,0,0.0
avg,llama2_7b_chat,vase,20_value_vase_monetary_value_pounds.json,20,0,0.0
avg,llama2_7b_chat,vase,20_weight_vase_weight_grams.json,20,0,0.0
avg,llama2_7b_chat,vase,20_weight_vase_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_height_meters.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_length_meters.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_height_inches.json,20,0,0.0
avg,llama2_7b_chat,vase,1_location_vase.json,20,0,0.0
avg,llama2_7b_chat,vase,1_material_vase.json,20,0,0.0
avg,llama2_7b_chat,vase,20_value_vase_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,vase,1_context_vase.json,20,0,0.0
avg,llama2_7b_chat,vase,1_function_vase.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_width_meters.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_width_centimeters.json,20,0,0.0
avg,llama2_7b_chat,vase,1_colour_vase.json,20,0,0.0
avg,llama2_7b_chat,vase,1_pattern_vase.json,20,0,0.0
avg,llama2_7b_chat,vase,20_size_vase_width_feet.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_weight_parking meter_weight_grams.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_value_parking meter_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_length_centimeters.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_height_inches.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_height_meters.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_value_parking meter_monetary_value_pounds.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_height_millimeters.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_temperature_parking meter_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_length_feet.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_length_inches.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_value_parking meter_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_weight_parking meter_weight_pounds.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_weight_parking meter_weight_kilograms.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_weight_parking meter_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_temperature_parking meter_temperature_kelvin.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_width_feet.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_temperature_parking meter_temperature_celsius.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_height_feet.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_width_centimeters.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_length_meters.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_width_meters.json,20,0,0.0
avg,llama2_7b_chat,parking meter,20_size_parking meter_width_inches.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_width_feet.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_width_centimeters.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_temperature_carrot_temperature_celsius.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_weight_carrot_weight_kilograms.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_width_inches.json,20,0,0.0
avg,llama2_7b_chat,carrot,1_scenario_carrot.json,20,3,0.15
avg,llama2_7b_chat,carrot,20_size_carrot_height_millimeters.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_weight_carrot_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_length_meters.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_height_feet.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_value_carrot_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,carrot,1_pattern_carrot.json,20,2,0.1
avg,llama2_7b_chat,carrot,20_temperature_carrot_temperature_kelvin.json,20,0,0.0
avg,llama2_7b_chat,carrot,1_location_carrot.json,20,0,0.0
avg,llama2_7b_chat,carrot,1_colour_carrot.json,20,0,0.0
avg,llama2_7b_chat,carrot,1_disposition_carrot.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_length_centimeters.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_width_meters.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_height_meters.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_length_feet.json,20,0,0.0
avg,llama2_7b_chat,carrot,1_function_carrot.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_value_carrot_monetary_value_pounds.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_weight_carrot_weight_pounds.json,20,0,0.0
avg,llama2_7b_chat,carrot,1_texture_carrot.json,20,0,0.0
avg,llama2_7b_chat,carrot,1_shape_carrot.json,20,0,0.0
avg,llama2_7b_chat,carrot,1_context_carrot.json,20,0,0.0
avg,llama2_7b_chat,carrot,1_material_carrot.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_height_inches.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_value_carrot_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_temperature_carrot_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_size_carrot_length_inches.json,20,0,0.0
avg,llama2_7b_chat,carrot,20_weight_carrot_weight_grams.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_length_feet.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_width_centimeters.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_weight_pizza_weight_grams.json,20,0,0.0
avg,llama2_7b_chat,pizza,1_location_pizza.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_temperature_pizza_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,pizza,1_disposition_pizza.json,20,0,0.0
avg,llama2_7b_chat,pizza,1_function_pizza.json,20,1,0.05
avg,llama2_7b_chat,pizza,20_value_pizza_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_value_pizza_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_temperature_pizza_temperature_celsius.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_height_millimeters.json,20,0,0.0
avg,llama2_7b_chat,pizza,1_colour_pizza.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_weight_pizza_weight_kilograms.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_length_centimeters.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_width_inches.json,20,0,0.0
avg,llama2_7b_chat,pizza,1_texture_pizza.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_value_pizza_monetary_value_pounds.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_weight_pizza_weight_pounds.json,20,0,0.0
avg,llama2_7b_chat,pizza,1_pattern_pizza.json,20,1,0.05
avg,llama2_7b_chat,pizza,1_shape_pizza.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_width_feet.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_height_meters.json,20,0,0.0
avg,llama2_7b_chat,pizza,1_context_pizza.json,20,0,0.0
avg,llama2_7b_chat,pizza,1_scenario_pizza.json,20,3,0.15
avg,llama2_7b_chat,pizza,20_temperature_pizza_temperature_kelvin.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_height_feet.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_height_inches.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_length_inches.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_length_meters.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_size_pizza_width_meters.json,20,0,0.0
avg,llama2_7b_chat,pizza,1_material_pizza.json,20,0,0.0
avg,llama2_7b_chat,pizza,20_weight_pizza_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,bed,1_pattern_bed.json,20,1,0.05
avg,llama2_7b_chat,bed,20_size_bed_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,bed,20_temperature_bed_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,bed,1_texture_bed.json,20,0,0.0
avg,llama2_7b_chat,bed,20_weight_bed_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_length_centimeters.json,20,0,0.0
avg,llama2_7b_chat,bed,20_temperature_bed_temperature_celsius.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_height_inches.json,20,0,0.0
avg,llama2_7b_chat,bed,20_value_bed_monetary_value_pounds.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_width_centimeters.json,20,0,0.0
avg,llama2_7b_chat,bed,20_weight_bed_weight_grams.json,20,0,0.0
avg,llama2_7b_chat,bed,20_temperature_bed_temperature_kelvin.json,20,0,0.0
avg,llama2_7b_chat,bed,20_value_bed_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_height_meters.json,20,0,0.0
avg,llama2_7b_chat,bed,1_context_bed.json,20,0,0.0
avg,llama2_7b_chat,bed,1_location_bed.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_width_feet.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_width_inches.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_length_feet.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_width_meters.json,20,0,0.0
avg,llama2_7b_chat,bed,1_scenario_bed.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_height_millimeters.json,20,0,0.0
avg,llama2_7b_chat,bed,1_disposition_bed.json,20,0,0.0
avg,llama2_7b_chat,bed,1_function_bed.json,20,0,0.0
avg,llama2_7b_chat,bed,1_shape_bed.json,20,0,0.0
avg,llama2_7b_chat,bed,20_value_bed_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_length_meters.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_length_inches.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_height_feet.json,20,0,0.0
avg,llama2_7b_chat,bed,20_weight_bed_weight_pounds.json,20,0,0.0
avg,llama2_7b_chat,bed,1_material_bed.json,20,0,0.0
avg,llama2_7b_chat,bed,20_weight_bed_weight_kilograms.json,20,0,0.0
avg,llama2_7b_chat,bed,20_size_bed_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,bed,1_colour_bed.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_length_feet.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_width_feet.json,20,0,0.0
avg,llama2_7b_chat,truck,20_weight_truck_weight_pounds.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_height_meters.json,20,0,0.0
avg,llama2_7b_chat,truck,20_weight_truck_weight_ounces.json,20,0,0.0
avg,llama2_7b_chat,truck,20_value_truck_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_height_inches.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_length_centimeters.json,20,0,0.0
avg,llama2_7b_chat,truck,20_temperature_truck_temperature_celsius.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_width_meters.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_width_millimeters.json,20,0,0.0
avg,llama2_7b_chat,truck,20_value_truck_monetary_value_pounds.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_width_inches.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_length_millimeters.json,20,0,0.0
avg,llama2_7b_chat,truck,20_temperature_truck_temperature_kelvin.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_height_millimeters.json,20,0,0.0
avg,llama2_7b_chat,truck,20_weight_truck_weight_kilograms.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_width_centimeters.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_length_meters.json,20,0,0.0
avg,llama2_7b_chat,truck,20_temperature_truck_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,truck,20_value_truck_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,truck,20_weight_truck_weight_grams.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_length_inches.json,20,0,0.0
avg,llama2_7b_chat,truck,20_size_truck_height_feet.json,20,0,0.0
avg,llama2_7b_chat,skis,20_size_skis_height_centimeters.json,20,0,0.0
avg,llama2_7b_chat,skis,20_temperature_skis_temperature_fahrenheit.json,20,0,0.0
avg,llama2_7b_chat,skis,20_value_skis_monetary_value_US dollars.json,20,0,0.0
avg,llama2_7b_chat,skis,20_size_skis_length_meters.json,20,0,0.0
avg,llama2_7b_chat,skis,20_value_skis_monetary_value_euros.json,20,0,0.0
avg,llama2_7b_chat,skis,20_size_skis_length_millimeters.json,20,0,0.0
